Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url
"Jogging Track,Clubhouse,Function Room,Spa Pavilion,Jacuzzi,Parking,Pond,Sky Terrace,Balcony,Swimming Pool,Pool Deck,Wading Pool,Lounge,Utility Room,Playground,Games Room,BBQ,Hydrotherapy Pool,Roof Terrace,Gym,Waterfall,Steam Room,Tennis Court,Karaoke,Pavilion,Aircon,Lap Pool,Mini Golf Range,Study Room,Fitness Corner,High Floor,Security,Retail Shops,Amphitheatre","3,369 sqft (built up)","★★★ www.theinterlace-singapore.com ★★★ 
★★★ CALL GELENE @ 9011 0080 ★★★ 

The Interlace 
4 bedrooms 3369sqft for RENT 

- with private roof terrace
- partially furnished 
- asking $9,200 monthly 
- high floor 
- ready to move 


▎Other Size/Layout Available ▎1 Call View ALL 

Facilities and Amenities 
=================== 
✔5min drive to VivoCity 
✔5min drive to Sentosa & upcoming Integrated Resort 
✔10min drive to CBD 
✔15min drive to Orchard 
✔Easy access to AYE & West Coast 
✔5min walk to Gillman Village 
✔5min walk to Southern Ridges 
✔10min walk to Alexandra Village 

----------------------------------------------------------------------
Call Gelene @ 9011 0080 for viewing now 
website: www.geleneong.com 
email: geleneong.era@gmail.com 
CEA Licence No.:L3002382K / R013210E",D04,,,,Partially Furnished,,Flexible,The Interlace,4 Baths,4 Beds,,S$2.73 psf,"S$9,200/mo",https://www.99.co/singapore/rent/property/the-interlace-condo-cnvJKmWM7Ep9sxvCkGQBYT
"Renovated,Aircon,Stove,Sauna,Swimming Pool,Wading Pool,Playground,Parking,High Floor,Security,Gym,BBQ","1,206 sqft (built up)","New List!

====================================

- Mid / High Flr, Partial Furnished
- Available Immediate
- Fully Renovated, Well Kept, Move In
- Bright and Windy
- Spacious Nice Layout
- With Junior Master Bathroom
- Prefer Family / Company Lease

====================================

View To Appreciate
Please Call / SMS Aaron Loon ERA 9457-8811 Now
Hurry...",D10,,,,Partially Furnished,,Flexible,The Sierra,3 Baths,3 Beds,,S$2.82 psf,"S$3,400/mo",https://www.99.co/singapore/rent/property/the-sierra-condo-h57Za7GV8b8Jm25RwnViSY
"Function Room,Pavilion,Aircon,Water Feature,Maid Room,Gym,Pool Deck,Swimming Pool,Open Terrace,Parking,High Floor,Outdoor Dining,Security,Balcony","3,347 sqft (built up)","★★★ www.geleneong.com ★★★ 
★★★ CALL GELENE @ 9011 0080 ★★★ 

Skypark @ Somerset for RENT 
3347sqft 4bedroom+1study+1maid room 

- High floor, duplex layout
- Private balcony with jacuzzi
- High ceiling in the living and dining hall
- Conveniently located at 22 St Thomas Walk, near amenities such as 24-hours supermarket, restaurants, shops etc
- Asking $16,000

-------------------------------------------------- ----------------------------
Call Gelene @ 9011 0080 for viewing now 
website: www.geleneong.com 
email: geleneong.era@gmail.com 
CEA Licence No.:L3002382K / R013210E

Skypark @Somerset , a 32 storey luxurious development built in 2010 is located in District 9 near to Somerset MRT and has a total of 56 units. Surrounded by lush gardens of green and a backdrop of blue sky, this development will take your breath away every day with a stunning panoramic view of the surrounding city-view.

Skypark is close to a wide range of amenities including eating establishments, convenience stores, supermarkets, banks, ATMs, clinics, and shopping malls.",D09,,,,Partially Furnished,,Flexible,Skypark,4 Baths,4 Beds,,S$4.78 psf,"S$16,000/mo",https://www.99.co/singapore/rent/property/skypark-condo-NjwAngNbP9eS25ASX7sppR
"Renovated,Aircon,Gym,Swimming Pool,Wading Pool,Playground,Parking,Mid Floor,Security,BBQ",560 sqft (built up),"New List!

=====================================

- 2 Bedrooms Available Immediate
- Furnished
- Well Kept
- Prefer Family / Professionals
- Walk to Amenities, MRT and many More...
- Easy Access to ECP, PIE, City Area and Etc...

=======================================

Must View Now...
Please Call / SMS Aaron Loon ERA 94578811
Hurry...",D14,,,,Fully Furnished,,Flexible,Palmera East,1 Bath,2 Beds,,S$3.93 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/palmera-east-condo-nSFGrjoTyM4Y8C7apqsgDV
"High Ceiling,Stove,Fridge,Dual Key,Walk In Closet,Oven,Closet,City View,Renovated,Aircon,TV,Sofa,Duplex / Maisonette,Bed,Utility Room,Audio System,Dining Room Furniture",S$5.72 psf,"Designer decor, dual key, Bugis Conservation shophouse:

1. 328A approx 750sqft studio (vacant - avail immed @$4300). Needs 2mth notice

2. 328B approx 850sqft 2bdrm w/loft (last tenanted @$4500) within conserved shophouse near Bugis Junction next to Downtown line MRT entrance at rear. Fall in love! Earliest avail: Apr2016
See: www.99.co/agents/R030753C

Owners looking at last tenanted price of $4300 / $4500 but willing to take nett this advertised subject to T&Cs like 
- advanced rent, 
- reverse diplomatic clause
- tenant paying the agts commission

NB vested interest involved

This listing is for #1. See video 328A

Take both at $7,999 only on normal terms.",D07,All races welcome,North East,,Fully Furnished,Yes,6 months,Liang Seah Court,752 sqft (built up),Studio,Not Allowed,,"S$4,300/mo",https://www.99.co/singapore/rent/property/liang-seah-court-condo-zQXsXjHHH4qsumUd3zmkgR
"Clubhouse,Security,Aircon,Greenery View,Gym,Fridge,Sauna,Swimming Pool,Utility Room,Playground,Oven,Parking,Wading Pool,Washer,Bathtub,Stove,BBQ,Tennis Court","1,195 sqft (built up)","Spacious 1195sf 3-bedroom + 1, good unit layout, quiet facing, nice open view. Unit condition good and no west sun.

- Beautiful elegant living and dining room, good space with efficient layout
- Big master bedroom attached bathroom with luxurious long bath and shower.
- all bedrooms can easily fit a double bed and more.
- Pleasant kitchen layout with yard, maid toilet and store room space.  

Comprehensive resort facilities condominium with 4 swimming pools, beautify poolside, gym, function rooms, big grounds and garden for your whole family to relax and enjoy.

Situated near Buona Vista MRT (EW line) and One-North MRT (Circle line).
2 MRT lines to take you anywhere on time and in comfort.

Just a stroll away: 
- Good choice of F&B outlets, unique restaurants at Rochester.
- More shops, supermarket, departmental stores, restaurants at The Star Vista mall and next to it, the Buona Vista MRT station (E-W Line).
- Biopolis, Fusionopolis – offices, conference, shops, restaurants  in a ‘work, live, play’ setting and the One-North MRT station (Circle Line).
- also convenient amenities, supermarket, coffee shop, cake shop, hair salon etc. just across from the back gate.

Don't miss this well located, full facilities ideal resort style home!

Please call Philip 91510018 for more details and for viewing.",D05,,,,Partially Furnished,,Flexible,Heritage View,3 Baths,3 Beds,,S$3.77 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/heritage-view-condo-kuipYxNFzTJMdKijtCAuDX
"High Floor,Washer,Renovated,Fridge",721 sqft (built up),"Blk 4 Sago Lane   
2 beds 1 bath @ 721 sqft   Modern   
Stylish   Renovated   Very High Floor , 
Beautiful unblocked City View   
Branded Fittings   
6 mins walk to Chinatown Mrt  
 Downstairs Chinatown Complex with food centre, market and amenities   
Stay in the Heart of Chinatown  
 5 mins walk to upscale food and beverages and restaurant area at duxton road , craig road , Tanjong pager road tras st , amoy street , club street , ann siang road .   
Walk to work if your working place is around Chinatown , Tanjong Pager , Telok Ayer , Amoy Street , Maxwell road , Cecil street , Cross St .    
Bus 190 , 851, 961, 970, 2 , 12, 33, 54, 63, 124, 143, 147     

Landlords/Tenants/Agents All Welcome    

Call/WhatsApp/Sms Zann / Anthony @ 84658389",D01,All races welcome,,,Partially Furnished,,Flexible,4 Sago Lane,1 Bath,2 Beds,,S$3.47 psf,"S$2,500/mo",https://www.99.co/singapore/rent/property/4-sago-lane-hdb-kK6yg4ZQFReoAXBe4h9eKA
"Bomb Shelter,Aircon,Sofa,Stove,Parking,City View,Bed,Fridge,Walk In Closet,Swimming Pool,Dryer,Playground,Oven,Dining Room Furniture,High Floor,Washer,Gym,BBQ,Balcony",421 sqft (built up),"Calling all Singles, Small Family nucleus, check out this 1 bdroom apartment for rent!

* Comes full furnished with the main essentials 
* Facilities include lap pool, gym, playground, carpark and BBQ 
* Accessibility to the nearest train stations such as Bartley (CC12), Serangoon (CC13 NE12). Walking distance to Bartley MRT station or few bus stops to Serangoon MRT station
* Close to amenities like Giant(kovan Centre), NTUC FAIRPRICE (HYPER NEX), and Giant(serangoon Central Drive). The closest shopping malls are UPPER SERANGOON SHOPPING CENTRE, ICB SHOPPING CENTRE, and NEX.
* Available for lease in Mid April 2019

Call me for an appointment to view at 98200698",D19,All races welcome,,,Fully Furnished,,Flexible,The Vue,1 Bath,1 Bed,Not Allowed,S$4.28 psf,"S$1,800/mo",https://www.99.co/singapore/rent/property/the-vue-condo-jpqTmfbrj5zwvFfFqe38en
"Renovated,Aircon,Mid Floor,Sofa,Corner Unit,Fridge","1,184 sqft (built up)","Available Immediate 

Blk 11 Cantonment Close 

3 beds 2 baths @ 1184 sqft 

New Paint 

Walk to Outram Park Mrt And Tanjong Pager Mrt 

Walk to CDB area , Tanjong pager road , Goprng street , Peck seah street , Cantonment road for work . 

Surrounded by offices , restaurants, pub , supermarkets, shopping centre all within walking distance 

Bus 167, 196, 75, 10,100,131,145,30,57,762, 80,97

Near to Cantonment Primary School and SGH 

Landlords/Tenants/Agents All Welcome 

Call/Sms/Whatsapp Zann/Anthony @ 84658389

Also Available 

Blk 16 Cantonment close 3 beds",D02,All races welcome,,,Partially Furnished,,24 months,11 Cantonment Close,2 Baths,3 Beds,,S$2.53 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/11-cantonment-close-hdb-k8ogpPuU2Qdys2R3vSFyFh
"Clubhouse,Gym,Fridge,Sauna,Low Floor,Dryer,Tennis Court,Parking,Security,Balcony,Aircon,TV,Sofa,Wading Pool,Bed,Swimming Pool,Utility Room,Squash Court,Playground,Dining Room Furniture,Washer,Bathtub,BBQ",990 sqft (built up),"Emerald Park for Rent 

2 beds 2 baths @ 990 sqft  with storeroom that can be maid's room 

Available 21st March  

Full condo facilities 

10 mins walk to Tiong Bahru Mrt / Tiong Bahru Plaza / Great World City  

Near to Psb Academy , Gan eng seng secondary school, Alexandra primary school, zhangde primary school, 

Bus 51, 64, 121, 186 heading to Chinatown , Kallang , bugis, orchard, Alexandra, cecil street , anson road 

Landlords/Tenants/Agents All Welcome !! 

Call/Sms Anthony Lim / Zann Toh @ 84658389 for no obligation viewings
.",D03,All races welcome,,,Fully Furnished,,24 months,Emerald Park,2 Baths,2 Beds,,S$3.03 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/emerald-park-condo-jiWnuUHEdCxu8FTp7kqnfd
"Gym,City View,Sauna,Jacuzzi,Steam Room,Parking,Balcony,Bomb Shelter,Pool View,Aircon,Greenery View,Open Terrace,Swimming Pool,Wading Pool,Security,Bathtub,Lap Pool,BBQ",733 sqft (built up),"EXCLUSIVE & QUIET UNIT 

- Available immediate

- Spacious & fully furnished 2 bedroom unit with balcony & bomb shelter/utility room

- Each bedroom easily fits a Queen size bed

- Pool view from Master Bedroom

- TV, TV console, Fridge, Microwave Oven,  Sofa, Dining Set, Queen size bed & mattress, Single bed & mattress, Washing machine & dryer, Cooker & Hob, Vacuum cleaner & Ironing board all included

- Immaculate condition

- 5 minutes walk to Plaza Singapura shopping mall, Dhoby Ghaut MRT station, supermarkets, banks, food centers, restaurants

- Conveniently located in the midst of Orchard Road",D09,,,,Fully Furnished,,Flexible,Parc Sophia,1 Bath,2 Beds,Not Allowed,S$4.23 psf,"S$3,100/mo",https://www.99.co/singapore/rent/property/parc-sophia-condo-ku6HSN5mxErXLePqFKzgvA
"Low Floor,Aircon,TV,Dining Room Furniture,Washer,Fridge,Bed","1,173 sqft (built up)","2 mins Queenstown Mrt ( Green Line ) !!

Blk 143 Meiling Street   

3 beds 2 baths @ 1173 sqft   

Available 1st March   

Walk to Dawson Place for grocery .   

2 mins to Mei Ling Market and Food Centre   

2 mrt stop to Buona Vista , The metropolis, Biopolis  

3 mrt stop to Outram Mrt   

4 mrt stop to Tanjong Pager mrt   

5 mrt stop to Raffles Place Mrt   

Bus 970, 51, 111, 145, 186 , 195   

2 bustops to Ikea Alexandra , Anchorpoint , Queensway Shopping Centre   Near to Queenstown Primary School, Queenstown Secondary School, Crescent Girls School, Bukit Merah Secondary School, Gan Eng Seng Primary School   

Landlords/Tenants/Agents All Welcome !!   Call/Sms / WhatsApp Zann  @ 84658389 / 97641580 for no obligations viewings",D03,All races welcome,,,Partially Furnished,,24 months,143 Mei Ling Street,2 Baths,3 Beds,,S$2.39 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/143-mei-ling-street-hdb-STtxhZrhYHqfw2KZ26oHWg
"Clubhouse,Stove,Fridge,Sauna,Squash Court,Tennis Court,Mid Floor,Security,Balcony,Pool View,Renovated,Closet,Swimming Pool,TV,Sofa,Bed,Aircon,Wading Pool,Playground,Dining Room Furniture,Washer,Fibre Ready,BBQ","1,800 sqft (built up)","​Lovely spacious 3 bedder for rent @ The Windsor 

*  Available immediate
* Fully Furnished
* Walk up condo
*  Spacious living & huge rooms
*  Windy and bright
*  Face Pool
* Quiet 
*  3br 
*  Nice balcony, good view with privacy
*  Convenient near Thomson Plaza yet tucked away from heavy vehicular traffic
*  Quiet, peaceful environment close to nature
* Within 1 km to Ai Tong School, 
* Near Raffles Institution, Catholic High School, CHIJ St Nicholas School, Marymount Primary School, Anderson Junior College, Nanyang Polytechnic
*  Near Thomson Plaza, MacRitchie, Venus park, HSBC tree-top walk, Singapore Island Country Club

*  Bus services to Bishan/Marymount/Orchard
*  Existing Marymount MRT, upcoming Upp Thomson MRT
*  Swimming pool, Tennis court, squash court, Clubhouse

DON'T MISS THIS GEM !!  
SERIOUS TENANTS - CALL CHRIS @ 98196796 or BECKY @ 93691048 NOW !!

My other listings at:  Chris-Low.com

MRT
Springleaf MRT, BRIGHT HILL MRT(TS7), MAYFLOWER MRT(TS6), future Upper Thomson MRT station (TS8), Marymount mrt

Schools
PEIRCE SECONDARY SCHOOL, BISHAN PARK SECONDARY SCHOOL, AI TONG SCHOOL, RAFFLES Institution, CHIJ St Nicholas Girls School, Catholic High, MARYMOUNT CONVENT SCHOOL, CHIJ PRIMARY (TOA PAYOH), CHIJ SECONDARY (TOA PAYOH) 

Shopping Malls
THOMSON PLAZA , Ang Mo Kio HUB , JUNCTION 8 SHOPPING CENTRE , Upper Thomson roti prata, upper Thomson kampong chicken rice, VELOCITY @ NOVENA SQUARE, SQUARE 2 

Childcare Centres
SUNNY BUNNY MONTESSORI INFANT AND CHILD CARE CENTRE, CHILDLAND CHILDCARE CENTRE ,
SCHOOLHOUSE @ CABCY, YOUNG TALENTS 

Charming Landed, Upper Thomson Road, garden, Spacious, Thomson Plaza, Singapore Island Country Club SICC, reservoir, Bishan park, HSBC treetop walk, Lower Pierce, soo chow gardens, thomson grand, Thomson three, three 11, sky habitat, bishan 8, tresalveo, flame tree, grandeur 8, faber garden estate, sembawang hill estate, gardens by bishan, windsor, shunfu, sin ming, Thomson hill, yew lian park,  Thomson view condo, Wellington Park, MacRitchie Reservoir, Bishan Park, Lower Peirce Reservoir",D20,All races welcome,,03,Fully Furnished,,Flexible,The Windsor,2 Baths,3 Beds,,S$2.09 psf,"S$3,760/mo",https://www.99.co/singapore/rent/property/the-windsor-condo-NQx3W62PTcRYxm4A6MDpCT
"Function Room,Gym,Fridge,Walk In Closet,Dryer,Steam Room,Tennis Court,Oven,Outdoor Dining,Karaoke,Aircon,Hammocks,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,High Floor,Washer,Lap Pool,BBQ",484 sqft (built up),"Expat Choice! Best one bedroom stack in Sky Vue!

- Very High Floor above #28
- Unblocked View
- No west sun 
- Currently Part Furnished
- Available 1st March 2019

Walk to Bishan MRT /  Junction 8 Mall. 

Welcome all nationality professional.

Call Tessa 98783875 for viewing now.",D20,,,,Partially Furnished,,Flexible,Sky Vue,1 Bath,1 Bed,,S$5.58 psf,"S$2,700/mo",https://www.99.co/singapore/rent/property/sky-vue-condo-5xRQoA5jQV27sX9M35JVj5
"Fitness Corner,City View,Security,Renovated,Aircon,Stove,Fridge,Jacuzzi,Wading Pool,Utility Room,Basketball Court,Steam Room,Playground,Oven,Parking,High Floor,Washer,Fibre Ready,Gym,Tennis Court,Balcony","1,008 sqft (built up)","Very HIGH FLOOR spacious 3 bedders at Centro Residences for rent/sale


* Also available for sale
* seldom available
* 3 squarish bedrooms + utility room
* High Floor
* city view
* Very Windy convenient yet exclusive
* doorsteps to Ang Mo Kio Hub,
* door steps to Ang Mo Kio Bus Interchange and MRT station
* Within 1 km to Mayflower primary school, Jing Shan primary and Teck Ghee Primary school
* within 2 km to Ai Tong Primary, Catholic High school, Angerson primary school, CHIJ St Nicholas Girls' school
* near to Nanyang Polytechnic and Anderson Junior College
* very near Ang Mo Kio polyclinics, LIbrary 
* among Ang Mo Kio town centre
* doorsteps to shops, clinics, supermarkets, hawker centre, salons, tuition centres, bakeries etc
* near CTE 
* easy to go Shenton way, Orchard road


Contact Becky Fok @ 93691048 or Chris Low @ 98196796 to get first hand information!
",D20,All races welcome,,21,Partially Furnished,,Flexible,Centro Residences,2 Baths,3 Beds,Allowed,S$3.27 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/centro-residences-condo-g5erPruRdwcUJjgK4AHKQi
