Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url
"Jogging Track,Clubhouse,Function Room,Water Feature,Stove,Oven,Parking,Sky Terrace,Fun Pool,City View,TV,Pool Deck,Playground,Dining Room Furniture,Washer,Fibre Ready,BBQ,Gym,Fridge,Dryer,Steam Room,Tennis Court,Karaoke,Pool View,Aircon,Bed,Spa Pool,Study Room,Fitness Corner,High Floor,Security,Retail Shops,Lap Pool",678 sqft (built up),"One of the expat favourite residential spot. U cant be wrong here as walking to Raffles MRT & Shenton way is just a few minutes and u are saving much time for other important stuff. 

Inside the condo, there are many expats from all nationalities cross path and make friends with each other. U not only widen your friends circle, u will also get to meet many people in the common facilities area such as gym (even have aqua gym), swimming pool, tennis court & BBQpit. All this cater to make your life more enjoyable and relax during your after office hour. 

If u prefer to be more quiet, hit to the 44 floor where there is a reading room. There u can enjoy the night view in quiet moments or u prefer to go out for a good food within the vincinity such as lau pa sa? 

Call me for a viewing to check out this apartment. Thank you",D01,All races welcome,North East,,Fully Furnished,Yes,24 months,The Sail @ Marina Bay,1 Bath,1 Bed,Not Allowed,S$5.31 psf,"S$3,600/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-Kd9yb3K6vHwg79xw4oEoFf
Aircon,"2,424 sqft (built up)","The Monthly Rental is non-negotiable

1) Near to Boon Keng MRT
2) Built in 1920s
3) Applicable for home office scheme, approval by URA a must
4) Conversion of premise to Home Office can be request subject to $200 premium per month
5) Unit nicely maintained

Multiple units available in hand. One call can view all !

For exclusive viewing please contact Ken Chong @ +65-9738 2887

",D12,,,,,,24 months,Townerville,2 Baths,3 Beds,,S$2.19 psf,"S$5,300/mo",https://www.99.co/singapore/rent/property/mcnair-road-landed-fVCqpowYfvxWxs8rZ6P69Z
"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Fridge,Jacuzzi,Steam Room,Oven,Games Room,Yoga Corner,Aircon,Bed,Viewing Deck,Lounge,Wading Pool,Playground,Washer,Lap Pool,BBQ,Hydrotherapy Pool",300 sqft (built up),"Sophia Hills new studio available now!
En-suite with bathroom 
Private facing 
Sharing main entrance with another tenant 
Washer is shared
Internet and utilities inclusive! 
All facilities included 

Cal Glynis at 83632331 now! ",D09,,,,Fully Furnished,,Flexible,Sophia Hills,1 Bath,1 Bed,,S$6.17 psf,"S$1,850/mo",https://www.99.co/singapore/rent/property/sophia-hills-condo-JGJHtPZmdvPQDgtgXn5XFQ
"High Floor,Greenery View","1,098 sqft (built up)","Availability – end Feb 2019
Landlord prefer family, professional

Partial Furnished
Huge Living Room
Simple
Unblock
Corner, Windy & Quiet
Sunshine Place
Market
Eateries
2 Bus Stop away to CHOA CHU KANG MRT

Thank you & have a nice day!
Viewing Flexible by Appointment (1 Day’s Notice)

AMBER WOOD 郁仁芳
Associate Marketing Director
PROPNEX
Powerful Negotiators Group (PNG) 
Mobile: +65 98156089

SRX Listing:  www.srx.com.sg/amberwood
Property Guru Listing:  goo.gl/gYvrpA
Website:  www.99.co
Property Tracker: https://goo.gl/3UJDTW",D23,,North,,Partially Furnished,,Flexible,484D Choa Chu Kang Avenue 5,2 Baths,3 Beds,Not Allowed,S$1.73 psf,"S$1,900/mo",https://www.99.co/singapore/rent/property/484d-choa-chu-kang-avenue-5-hdb-5KGBgNCbbKv2wFLwXnNu3C
"Closet,Aircon,High Floor,Washer,Fridge,Bed","1,238 sqft (built up)","5 Room Flat @ Blk 389 Bukit Batok For Rent!

* Renovated 2 years ago
* Mins walk to Bukit Gombak MRT and coffee shop 
* High floor
* Cozy unit 
* Available immed

Pls Call/ SMS Moonly @ 90188199 for viewing appointments. ",D23,,,,,,Flexible,389 Bukit Batok West Avenue 5,2 Baths,3 Beds,,S$1.94 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/389-bukit-batok-west-avenue-5-hdb-LYsQfkcZWUgx5st3uSw8Z7
"Clubhouse,Security,Aircon,Closet,TV,Sofa,Stove,Jacuzzi,Fridge,Bed,Walk In Closet,Wading Pool,Dryer,Steam Room,Oven,Parking,Dining Room Furniture,Washer,Lap Pool,Gym,BBQ",980 sqft (built up),"New listing!

Very High floor, high ceiling, spacious balcony, breathtaking and spectacular unblocked sea view (See to believe) , open sky(Rare ! Unit no afternoon sun, very breezy,fully furnished
*Avail immediate 

*Min walk to mrt

Motivated Fabulous landlord 

Vieiwing very flexible ANYTIME just for you!

Call Exclusive agent Tiffany 98374668 
",D02,,North East,,Fully Furnished,Yes,Flexible,Eon Shenton,2 Baths,3 Beds,Allowed,S$5.92 psf,"S$5,800/mo",https://www.99.co/singapore/rent/property/eon-shenton-condo-sShkXrejB5gRNsqUZqqHqb
"Jogging Track,Clubhouse,High Ceiling,Stove,Fridge,Dryer,Steam Room,Tennis Court,Oven,Pond,Outdoor Dining,Sky Terrace,Balcony,City View,Yoga Corner,Aircon,Closet,Jet Pool,Amphitheatre,Lounge,Lap Pool,Jacuzzi,Playground,Washer,Fibre Ready,Sculpture,Gym,BBQ,Hydrotherapy Pool",484 sqft (built up),"Newly TOP!!

- Tranquil living
- Walk to Redhill MRT
- Mins to Central Business District
- Beautiful Landscape

*** many units on hand ***

Call Jo 86999190 for a viewing appointment",D03,,,,Partially Furnished,,Flexible,Principal Garden,1 Bath,1 Bed,,S$5.37 psf,"S$2,600/mo",https://www.99.co/singapore/rent/property/principal-garden-condo-kftpdtWPFMnx4T63FzMfFh
"Aircon,Closet,TV,Sofa,Stove,Fridge,Bed,High Floor,Washer,Corner Unit",882 sqft (built up),"Approx 3 mins walk to Geylang Bahru Mrt

2 bedrooms + 1 utility room   
Corner unit
Furnished with new aircon
Newly painted 
Asking $2300
Immediate 

Call / SMS Alan @ 81111552",D12,All races welcome,,15,Fully Furnished,,12 months,68 Geylang Bahru,1 Bath,3 Beds,Not Allowed,S$2.61 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/68-geylang-bahru-hdb-HMiAfXjzpSdNi95Lvm3D5c
"Function Room,Aircon,Gym,Pool Deck,Swimming Pool,Wading Pool,Jacuzzi,Steam Room,Mid Floor,BBQ",S$6.08 psf,"One block of 10-storey high-end residential development with total 76 residential apartments. Amenities: Swimming pool, kids pool, Barbecue Pit, Gymnasium, Jacuzzi, Function Room. High Double Volume Units Option.

Less than 5 mins walk to Somerset MRT Station, Killiney eateries and 24-hr Supermarket. Walking distance to Orchard Central, 313, Fort Canning Park, Great World City & Liang Court.",D09,All races welcome,,,,,Flexible,Lloyd Sixtyfive,872 sqft (built up),1 Bed,,,"S$5,300/mo",https://www.99.co/singapore/rent/property/lloyd-sixtyfive-condo-EbwraGy4Nw3GtB5ViW3aqN
"City View,Aircon,Closet,Gym,Fridge,Bed,Wading Pool,Parking,High Floor,Washer,Lap Pool,Security,BBQ",527 sqft (built up),"- Near Newton Hawker and Mout Elizabeth hospital 
- Close to Orchard shopoing belt
- Near Anglo Chinese school，ISS
- High floor nice view
- Squarish design

Call Sophie 90043936",D09,All races welcome,,High ,Partially Furnished,Yes,24 months,Vida,1 Bath,1 Bed,,S$5.50 psf,"S$2,900/mo",https://www.99.co/singapore/rent/property/vida-condo-BTJE6Qd5HHMVxQPinhkiLX
"Ground Floor,Aircon,High Ceiling,Stove,Rooftop Pool,Fridge,Dryer,Oven,Washer,Patio / PES,Gym","1,066 sqft (built up)","New Listing!  
Multiple units available!

New unit for lease. Available Soon!

- Just besides Haw Par Villa MRT
- Near Vivo city and west coast plaza
- Near NUS and west coast park
- Spacious layout with full function kitchen 
- High ceiling with good size patio

   
Facilities at SeaSuites 
Rooftop Lap Pool, Hydrotherapy Pool, Gym and Basement Car Park. 

Amenities near SeaSuites 
The schools in the vicinity include Tanglin Trust School, Fairfield Methodist Primary School, and Fairfield Methodist Secondary School. 

Call/Message Sophie @ 90043936",,All races welcome,,,Partially Furnished,,24 months,Seasuites,2 Baths,2 Beds,,S$3.14 psf,"S$3,350/mo",https://www.99.co/singapore/rent/property/seasuites-condo-AiTMrkwXoGPHhDGA3788S
"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Steam Room,Tennis Court,Parking,Karaoke,Sky Terrace,Fun Pool,City View,Pool Deck,Bed,Spa Pool,Study Room,Fitness Corner,Security,Retail Shops,Lap Pool,BBQ,Playground",861 sqft (built up),"The Sail 
2 bdrm
861 sqft
Fully Furnished
Immediately Available

Call 81204311",D01,,,,Partially Furnished,,24 months,The Sail @ Marina Bay,2 Baths,2 Beds,Not Allowed,S$4.99 psf,"S$4,300/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-ACe6roogLVFsvM5hWJewk3
"Low Floor,Aircon",624 sqft (built up),"BIJOU 
1 bedroom + study
624 sqft
Low floor
Partial furnished with white goods

Available 01 April

Asking $3300 nego

Call 81204311",D05,All races welcome,,,Partially Furnished,,24 months,Bijou,1 Bath,1 Bed,Not Allowed,S$5.29 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/bijou-condo-AGacPmxG4VVWHPGoBitT4P
"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Steam Room,Tennis Court,Parking,Mid Floor,Karaoke,Sky Terrace,Fun Pool,City View,Aircon,Pool Deck,Spa Pool,Study Room,Fitness Corner,Security,Retail Shops,Lap Pool,BBQ,Playground","1,184 sqft (built up)","The Sail
3+1 Br 
2 baths
Partial Furnished
Full Bay View
Available Now

Call 81204311",D01,All races welcome,,,Partially Furnished,,24 months,The Sail @ Marina Bay,2 Baths,3 Beds,Not Allowed,S$5.07 psf,"S$6,000/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-RL8vv2kojcqbKeSqesTDg
,"2,700 sqft (built up)","*SRI Exclusive*

Newly Renovated Corner Terrace in District 19

4 spacious bedrooms with 1 helper's room + store comes with wet and dry kitchen and lounge area best for hosting guest. 
Can choose either with furnished or partially furnished
Located at a less congested road yet accessible.

- 5mins to bus stop along YCK road.

- within 1km to Roysth Primary School

- Choices of major wet market, Kovan, Serangoon Gardens and Hougang ave 8.
",D19,,North South,,,Yes,Flexible,Parry Park,4 Baths,4 Beds,,S$2.78 psf,"S$7,500/mo",https://www.99.co/singapore/rent/property/parry-terrace-landed-UuSgMaczye5ZfDCd64Ays7
"Clubhouse,Dishwasher,Security,Aircon,Maid Room,Greenery View,Tennis Court,Fridge,Sauna,Swimming Pool,Utility Room,Jacuzzi,Steam Room,Playground,Parking,Washer,Bathtub,Gym,BBQ,Balcony","1,658 sqft (built up)","-  Mid floor unit

- Private lift 

- Quiet facing with greenery and landscaping view

- Bright unit with natural daylight coming into the unit

- Less than 5 mins walk to Paragon, Orchard Road

- Easy access to CTE, walk to Newton Food Centre

- Available immediately

- Please whatsapp/call Wayne 92958118 for viewing",D09,,South East,,Partially Furnished,Yes,24 months,The Light @ Cairnhill,3 Baths,3 Beds,Not Allowed,S$4.10 psf,"S$6,800/mo",https://www.99.co/singapore/rent/property/the-light-cairnhill-condo-PjYXn9ykLLtxKJKj96CYhc
"Jogging Track,Clubhouse,Function Room,Water Feature,Sea View,Oven,Parking,Sky Terrace,Fun Pool,City View,Renovated,Closet,TV,Pool Deck,Playground,Dining Room Furniture,Washer,BBQ,Gym,Fridge,Dryer,Steam Room,Tennis Court,Karaoke,Aircon,Bed,Spa Pool,Study Room,Fitness Corner,High Floor,Security,Retail Shops,Lap Pool",700 sqft (built up),"Fully furnished one bedder 
Super high floor with amazing city view 

Call Gina at 97350011 for a viewing now, don't miss!",D01,All races welcome,South,,Fully Furnished,Yes,Flexible,The Sail @ Marina Bay,1 Bath,1 Bed,,S$5.71 psf,"S$4,000/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-4SoKz632RtJbfMJzFmrAJY
"Jogging Track,Bridge,Function Room,Jacuzzi,Oven,Fun Pool,Bomb Shelter,Closet,TV,Pool Deck,Lounge,Wading Pool,Fountain,Playground,Dining Room Furniture,Washer,Fibre Ready,BBQ,Gym,Fridge,Waterfall,Tennis Court,Yoga Corner,Pavilion,Aircon,Hammocks,Sofa,Bed,Spa Pool,Fitness Corner,Adventure Park,Security,Bathtub,Lap Pool","1,249 sqft (built up)","* 3 Spacious bedroom + bombshelter 
* Dry and Wet kitchen 
* Fully Furnished 
* Immediately Available 
* Development comes with shuttle bus to Clementi MRT 

Facilities include a 50m lap pool, spa pool, recreational pool, 
BBQ area, gym, fitness station, tennis courts, jogging track, 
steam bath, clubhouse, lounge, billiards room, 
entertainment room, shops, several ponds, and a playground.",D28,All races welcome,,,Fully Furnished,,Flexible,Parc Botannia,2 Baths,3 Beds,,S$2.80 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/parc-botannia-condo-P4NErkoY5NFmmmGyFFBgJm
"Fridge,Balcony,Fun Pool,Jet Pool,Yoga Corner,Renovated,Aircon,Hammocks,Sculpture,Pool Deck,Lounge,Mini Golf Range,Wading Pool,Playground,Fitness Corner,High Floor,Washer,Reflexology Path,BBQ",S$4.99 psf,"Private 1 Bedder Unit for Rent:
- Bright & Windy Room 
- High Floor
- Air Con
- Lift level 
- Can Partial or Fully Furnished

Amenities: 
Walking Distance to Wet Market, Supermarket & Coffeeshops, Clinics, Hair saloon and many more other retail shops (0.10km)
NTUC Fairprice - Potong Pasir Community Club
(0.12km)

Transports: 
1 Mins walk to nearest Bus stop. Many Buses to City area.
- Potong Pasir Mrt (0.10km)
- Woodleigh Mrt (0.85km)

School:
Primary School:
- St. Andrew's Junior School (0.21km)
- Cedar Primary School (1.05 km)
- Bendemeer Primary School (1.1 km)
Secondary School:
- St. Andrew's Secondary School (0.15 km)
- Cedar Girl's Secondary School (0.85 km)
- Chij Katong Convent (0.88 km)

Unit Available Now!!!
Price very Reasonable and Attractive!!! 
Sincere Landlord and willing to negotiate for Offer!!! 

For viewing appointment please call: 
JJ Ng 8382 2626
Marketing Director 
CEA Registration Number R048019G",D13,,,,Fully Furnished,,Flexible,The Poiz Residences,441 sqft (built up),1 Bed,,,"S$2,200/mo",https://www.99.co/singapore/rent/property/the-poiz-residences-condo-4tjcGBciV47XSnvCnHZE8a
"TV,High Floor,Washer,Fridge","1,206 sqft (built up)","FOR RENT 572B Woodlands Ave 1
========================
- 5 room HDB flat for rent
- High floor 
- Simple Reno
- quiet/ unblocked facing 
- locked one common room
- full furnished
- asking $1600 neg
- Move in Feb (After CNY)",D25,,,,Fully Furnished,,Flexible,572B Woodlands Avenue 1,2 Baths,3 Beds,,S$1.33 psf,"S$1,600/mo",https://www.99.co/singapore/rent/property/572b-woodlands-avenue-1-hdb-pBTTcjKY47mcTGSnkvfrCH
"Clubhouse,Gym,Swimming Pool,Wading Pool,Jacuzzi,Steam Room,Playground,Fitness Corner,Parking,Security,Lap Pool,BBQ,Tennis Court","1,776 sqft (built up)","The Trizon (D10) for rent:

-high floor
-1776sqft
-3bdrms
-good pool view and city view
-partially furnished
-vacant
-very good condition

call or sms Edmund 90683760 for viewing arrangement! 

Nearest MRT Stations
EW22 Dover MRT Station7 mins (0.56 km)
EW23 Clementi MRT Station17 mins (1.43 km)
CC22 Buona Vista MRT Station19 mins (1.59 km)
Nearest Schools
Nexus International School6 mins (0.48 km)
Henry Park Primary School8 mins (0.67 km)
New Town Secondary School10 mins (0.86 km)",D10,,South,,,,Flexible,The Trizon,2 Baths,3 Beds,,S$3.94 psf,"S$7,000/mo",https://www.99.co/singapore/rent/property/the-trizon-condo-yS2dVZBjLs3aMXzFzzFEB7
,"10,000 sqft (built up)","✓ ✓ Bungalow House for rent in Wilby Road I District 10✓ ✓

-Bungalow House @ Wilby Road (D10)
-with maids room
-2 storey house
-with swimming pool
-with jacuzzi
-vacant/avail immed
-6bdrms
-10,000sqft-BU /21,000sqft-L
-Freehold

CALL OR SMS EDMUND 90683760  FOR ANY VIEWING ARRANGEMENT!

---
It is accessible through the nearest train stations such as King Albert Park MRT (DT6), Sixth Avenue MRT (DT7), and Beauty World MRT (DT5). The nearest primary schools are Methodist Girls' School (primary), Henry Park Primary School, and Pei Hwa Presbyterian Primary School. 

---
This property is close to amenities like Cold Storage Guthrie House , Giant(turf City), and NTUC FAIRPRICE (BUKIT TIMAH PLAZA). The closest shopping malls are BUKIT TIMAH PLAZA, BEAUTY WORLD PLAZA, and BUKIT TIMAH SHOPPING CENTRE.					",D10,,South,,,,Flexible,Brizay Park,4 Baths,4 Beds,,S$3.00 psf,"S$30,000/mo",https://www.99.co/singapore/rent/property/wilby-road-landed-Cac9ZiveCXMQ6xYe7U2qAP
"Gym,Pool Deck,Jacuzzi,Wading Pool,Playground,Parking,Pond,Security,Lap Pool",463 sqft (built up),"Illuminaire @ Devonshire for rent 
Studio 
beautiful house 
call 9231 9885 jasmine tan P H  for viewing 

Idea for own stay or young couple 
Walk distance to MRT station 
Brand new listing! 
High Floor
Unblock with  panoramic views city view  
freehold
Near orchard road belt 
Do not wait 

call now 9231 9885 for viewing 

Illuminaire on Devonshire
Property Type:	Apartment
Developer:	EL DEVELOPMENT (DEVONSHIRE) PTE LTD
Tenure:	Freehold
Completion Year:	2013
# of Units:	72

ILLUMINAIRE ON DEVONSHIRE is a freehold apartment located at 65 Devonshire Road in district 09 near Somerset MRT station, Orchard MRT station and Dhoby Ghaut MRT Station. It will be completed in 2013 with a total of 72 units. It is located in the vicinity of Grand Garden Seafood Restaurant and Orchard Grand Court. 

Condo Facilities at Illuminaire on Devonshire 

The condo comes fully equipped with a Lap pool, Children's Play pool, Jacuzzi, Sun Deck Gymnasium, Lily Pond, Playground, feature showers, Porte Cochere, 24-Hour security and automatic carpark. 

Condo Amenities near Illumiere on Devonshire 

ILLUMINAIRE ON DEVONSHIRE is located within close proximity to a host of amenitites which are readily available such as popular shopping malls, restaurants and supermarkets. 

There are schools located in the vicinity such as, Chatsworth International School and East Asia School of Business.

call now 9231 9885 for viewing ",D09,,North,,,,Flexible,Illuminaire On Devonshire,1 Bath,Studio,,S$6.26 psf,"S$2,900/mo",https://www.99.co/singapore/rent/property/illuminaire-on-devonshire-condo-z3G6EKMgbdJbykAjAkPX7W
